id,b,c,v,t
12014008,12,14,8,"then hath Amaziah sent messengers unto Jehoash son of Jehoahaz, son of Jehu, king of Israel, saying, `Come, we look one another in the face.'"
12014009,12,14,9,"And Jehoash king of Israel sendeth unto Amaziah king of Judah, saying, `The thorn that `is' in Lebanon hath sent unto the cedar that `is' in Lebanon, saying, Give thy daughter to my son for a wife; and pass by doth a beast of the field that `is' in Lebanon, and treadeth down the thorn."
12014010,12,14,10,"Thou hast certainly smitten Edom, and thy heart hath lifted thee up; be honoured, and abide in thy house; and why dost thou stir thyself up in evil, that thou hast fallen, thou, and Judah with thee?'"
12014011,12,14,11,"And Amaziah hath not hearkened, and go up doth Jehoash king of Israel, and they look one another in the face, he and Amaziah king of Judah, in Beth-Shemesh, that `is' Judah's,"
12014012,12,14,12,"and Judah is smitten before Israel, and they flee each to his tent."
12014013,12,14,13,"And Amaziah king of Judah, son of Jehoash son of Ahaziah, caught hath Jehoash king of Israel in Beth-Shemesh, and they come in to Jerusalem, and he bursteth through the wall of Jerusalem, at the gate of Ephraim unto the gate of the corner, four hundred cubits,"
12014014,12,14,14,"and hath taken all the gold and the silver, and all the vessels that are found in the house of Jehovah, and in the treasures of the house of the king, and the sons of the pledges, and turneth back to Samaria."
12014015,12,14,15,"And the rest of the matters of Jehoash that he did, and his might, and how he fought with Amaziah king of Judah, are they not written on the book of the Chronicles of the kings of Israel?"
12014016,12,14,16,"And Jehoash lieth with his fathers, and is buried in Samaria with the kings of Israel, and reign doth Jeroboam his son in his stead."
12014017,12,14,17,"And Amaziah son of Joash king of Judah liveth after the death of Jehoash son of Jehoahaz king of Israel fifteen years,"
12014018,12,14,18,and the rest of the matters of Amaziah are they not written on the book of the Chronicles of the kings of Judah?
12014019,12,14,19,"And they make a conspiracy against him in Jerusalem, and he fleeth to Lachish, and they send after him to Lachish, and put him to death there,"
12014020,12,14,20,"and lift him up on the horses, and he is buried in Jerusalem, with his fathers, in the city of David."
12014021,12,14,21,"And all the people of Judah take Azariah, and he `is' a son of sixteen years, and cause him to reign instead of his father Amaziah;"
12014022,12,14,22,"he hath built Elath, and bringeth it back to Judah, after the lying of the king with his fathers."
12014023,12,14,23,"In the fifteenth year of Amaziah son of Joash king of Judah, reigned hath Jeroboam son of Joash king of Israel in Samaria -- forty and one years,"
12014024,12,14,24,"and he doth the evil thing in the eyes of Jehovah, he hath not turned aside from all the sins of Jeroboam son of Nebat that he caused Israel to sin."
12014025,12,14,25,"He hath brought back the border of Israel, from the entering in of Hamath unto the sea of the desert, according to the word of Jehovah, God of Israel, that He spake by the hand of His servant Jonah son of Amittai the prophet, who `is' of Gath-Hepher,"
12014026,12,14,26,"for Jehovah hath seen the affliction of Israel -- very bitter, and there is none restrained, and there is none left, and there is no helper to Israel;"
12014027,12,14,27,"and Jehovah hath not spoken to blot out the name of Israel from under the heavens, and saveth them by the hand of Jeroboam son of Joash."
12014028,12,14,28,"And the rest of the matters of Jeroboam, and all that he did, and his might with which he fought, and with which he brought back Damascus, and Hamath of Judah, into Israel, are they not written on the book of the Chronicles of the kings of Israel?"
12014029,12,14,29,"And Jeroboam lieth with his fathers, with the kings of Israel, and reign doth Zechariah his son in his stead."
12015001,12,15,1,"In the twenty and seventh year of Jeroboam king of Israel reigned hath Azariah son of Amaziah king of Judah,"
12015002,12,15,2,"a son of sixteen years was he in his reigning, and fifty and two years he hath reigned in Jerusalem, and the name of his mother `is' Jecholiah of Jerusalem,"
12015003,12,15,3,"and he doth that which `is' right in the eyes of Jehovah, according to all that Amaziah his father did,"
12015004,12,15,4,"only, the high places have not turned aside -- yet are the people sacrificing and making perfume in high places."
12015005,12,15,5,"And Jehovah smiteth the king, and he is a leper unto the day of his death, and he dwelleth in a separate house, and Jotham son of the king `is' over the house, judging the people of the land."
12015006,12,15,6,"And the rest of the matters of Azariah, and all that he did, are they not written on the book of the Chronicles of the kings of Judah?"
12015007,12,15,7,"And Azariah lieth with his fathers, and they bury him with his fathers, in the city of David, and reign doth Jotham his son in his stead."
12015008,12,15,8,"In the thirty and eighth year of Azariah king of Judah reigned hath Zechariah son of Jeroboam over Israel, in Samaria, six months,"
12015009,12,15,9,"and he doth the evil thing in the eyes of Jehovah, as did his fathers, he hath not turned aside from the sins of Jeroboam son of Nebat that he caused Israel to sin."
12015010,12,15,10,"And Shallum son of Jabesh conspireth against him, and smiteth him before the people, and putteth him to death, and reigneth in his stead."
12015011,12,15,11,"And the rest of the matters of Zechariah, lo, they are written on the book of the Chronicles of the kings of Israel."
12015012,12,15,12,"It `is' the word of Jehovah that He spake unto Jehu, saying, `Sons of the fourth `generation' do sit for thee on the throne of Israel;' and it is so."
12015013,12,15,13,"Shallum son of Jabesh hath reigned in the thirty and ninth year of Uzziah king of Judah, and he reigneth a month of days in Samaria;"
12015014,12,15,14,"and go up doth Menahem son of Gadi from Tirzah and cometh in to Samaria, and smiteth Shallum son of Jabesh in Samaria, and putteth him to death, and reigneth in his stead."
12015015,12,15,15,"And the rest of the matters of Shallum, and his conspiracy that he made, lo, they are written on the book of the Chronicles of the kings of Israel."
12015016,12,15,16,"Then doth Menahem smite Tiphsah, and all who `are' in it, and its borders from Tirzah, for it opened not `to him', and he smiteth `it', all its pregnant women he hath ripped up."
12015017,12,15,17,In the thirty and ninth year of Azariah king of Judah reigned hath Menahem son of Gadi over Israel -- ten years in Samaria.
12015018,12,15,18,"And he doth the evil in the eyes of Jehovah, he hath turned not aside from the sins of Jeroboam son of Nebat that he caused Israel to sin, all his days."
12015019,12,15,19,"Pul king of Asshur hath come against the land, and Menahem giveth to Pul a thousand talents of silver, for his hand being with him to strengthen the kingdom in his hand."
12015020,12,15,20,"And Menahem bringeth out the silver `from' Israel, `from' all the mighty men of wealth, to give to the king of Asshur, fifty shekels of silver for each one, and the king of Asshur turneth back and hath not stayed there in the land."
12015021,12,15,21,"And the rest of the matters of Menahem, and all that he did, are they not written on the book of the Chronicles of the kings of Israel?"
12015022,12,15,22,"And Menahem lieth with his fathers, and reign doth Pekahiah his son in his stead."
12015023,12,15,23,"In the fiftieth year of Azariah king of Judah hath Pekahiah son of Menahem reigned over Israel, in Samaria -- two years,"
12015024,12,15,24,"and he doth the evil thing in the eyes of Jehovah, he hath not turned aside from the sins of Jeroboam son of Nebat that he caused Israel to sin."
12015025,12,15,25,"And Pekah son of Remaliah, his captain, doth conspire against him, and smiteth him in Samaria, in the high place of the house of the king with Argob and Arieh, and with him fifty men of the sons of the Gileadites, and he putteth him to death, and reigneth in his stead."
12015026,12,15,26,"And the rest of the matters of Pekahiah, and all that he did, lo, they are written on the book of the Chronicles of the kings of Israel."
12015027,12,15,27,"In the fifty and second year of Azariah king of Judah, reigned hath Pekah son of Remaliah over Israel, in Samaria -- twenty years,"
12015028,12,15,28,"and he doth the evil thing in the eyes of Jehovah, he hath not turned aside from the sins of Jeroboam son of Nebat, that he caused Israel to sin."
12015029,12,15,29,"In the days of Pekah king of Israel hath Tiglath-Pileser king of Asshur come, and taketh Ijon, and Abel-Beth-Maachah, and Janoah, and Kedesh, and Hazor, and Gilead, and Galilee, all the land of Naphtali, and removeth them to Asshur."
12015030,12,15,30,"And make a conspiracy doth Hoshea son of Elah against Pekah son of Remaliah, and smiteth him, and putteth him to death, and reigneth in his stead, in the twentieth year of Jotham son of Uzziah."
12015031,12,15,31,"And the rest of the matters of Pekah, and all that he did, lo, they are written on the book of the Chronicles of the kings of Israel."
